gisjn_ua,name_ua,fips_ua,STATE,Region,Division,year,99cent,dg,grocer,super,walmart,dg_add,grocer_drop,super_drop
G88111,"Toppenish, WA",88111,Washington,West Region,Pacific Division,Y2017,0,0,3,4,0,0,0,0
G88408,"Trenton, IL",88408,Illinois,Midwest Region,East North Central Division,Y2017,0,0,1,0,0,0,0,0
G89245,"Twin Falls, ID",89245,Idaho,West Region,Mountain Division,Y2017,0,0,4,11,1,0,0,1
G89380,"Ukiah, CA",89380,California,West Region,Pacific Division,Y2017,0,0,4,7,1,0,1,0
G89704,"Upland, IN",89704,Indiana,Midwest Region,East North Central Division,Y2017,0,0,1,0,0,0,0,0
G89731,"Upper Sandusky, OH",89731,Ohio,Midwest Region,East North Central Division,Y2017,0,0,1,3,1,0,0,0
G89893,"Vado, NM",89893,New Mexico,West Region,Mountain Division,Y2017,0,0,1,0,0,0,0,0
G90298,"Vergennes, VT",90298,Vermont,Northeast Region,New England Division,Y2017,0,0,1,0,0,0,0,0
G90460,"Versailles, OH",90460,Ohio,Midwest Region,East North Central Division,Y2017,0,0,1,1,0,0,0,0
G90757,"Vineyard Haven, MA",90757,Massachusetts,Northeast Region,New England Division,Y2017,0,0,2,2,0,0,0,0
G90865,"Virginia, MN",90865,Minnesota,Midwest Region,West North Central Division,Y2017,0,0,3,4,1,0,0,1
G91189,"Wahpeton, ND--MN",91189,North Dakota,Midwest Region,West North Central Division,Y2017,0,0,1,2,0,0,0,0
G91252,"Walden, NY",91252,New York,Northeast Region,Middle Atlantic Division,Y2017,0,0,1,1,0,0,0,0
G91594,"Walworth, WI",91594,Wisconsin,Midwest Region,East North Central Division,Y2017,0,0,1,2,0,0,0,0
G91702,"Wapato, WA",91702,Washington,West Region,Pacific Division,Y2017,0,0,2,2,0,0,0,0
G91756,"Ware, MA",91756,Massachusetts,Northeast Region,New England Division,Y2017,0,0,1,2,1,0,1,0
G92269,"Washington, GA",92269,Georgia,South Region,South Atlantic Division,Y2017,0,0,1,2,0,0,0,0
G92512,"Waterbury, VT",92512,Vermont,Northeast Region,New England Division,Y2017,0,0,1,3,0,0,0,0
G93092,"Waverly, NE",93092,Nebraska,Midwest Region,West North Central Division,Y2017,0,0,2,0,0,0,0,0
G94591,"West Wendover, NV--UT",94591,Nevada,West Region,Mountain Division,Y2017,0,0,2,0,0,0,0,0
G94645,"Wewoka, OK",94645,Oklahoma,South Region,West South Central Division,Y2017,0,0,1,0,0,0,0,0
G94699,"Wheatland, WY",94699,Wyoming,West Region,Mountain Division,Y2017,0,0,1,1,0,0,1,0
G94753,"Whitefish, MT",94753,Montana,West Region,Mountain Division,Y2017,0,0,1,3,0,0,0,0
G95374,"Williams, CA",95374,California,West Region,Pacific Division,Y2017,0,0,2,1,0,0,0,0
G95563,"Williamstown, PA",95563,Pennsylvania,Northeast Region,Middle Atlantic Division,Y2017,0,0,1,0,0,0,0,0
G95590,"Willimantic, CT",95590,Connecticut,Northeast Region,New England Division,Y2017,0,0,3,6,1,0,0,0
G95698,"Willmar, MN",95698,Minnesota,Midwest Region,West North Central Division,Y2017,0,0,8,5,1,0,0,0
G96211,"Windom, MN",96211,Minnesota,Midwest Region,West North Central Division,Y2017,0,0,1,1,0,0,0,0
G96373,"Winnemucca, NV",96373,Nevada,West Region,Mountain Division,Y2017,0,0,1,3,1,0,1,0
G96562,"Winona, MN",96562,Minnesota,Midwest Region,West North Central Division,Y2017,0,0,1,4,1,0,0,0
G97021,"Woodland, WA",97021,Washington,West Region,Pacific Division,Y2017,0,0,2,1,0,0,0,0
G97345,"Worthington, MN",97345,Minnesota,Midwest Region,West North Central Division,Y2017,0,0,4,3,1,0,0,0
G97399,"Wurtsboro, NY",97399,New York,Northeast Region,Middle Atlantic Division,Y2017,0,0,2,0,0,0,1,0
G97642,"Yelm, WA",97642,Washington,West Region,Pacific Division,Y2017,0,0,1,1,0,0,0,0
G98047,"Yuma, CO",98047,Colorado,West Region,Mountain Division,Y2017,0,0,1,1,0,0,0,0
G00496,"Adel, IA",00496,Iowa,Midwest Region,West North Central Division,Y2017,0,0,0,1,0,0,0,0
G00739,"Akron, NY",00739,New York,Northeast Region,Middle Atlantic Division,Y2017,0,0,0,1,0,0,0,0
G01360,"Algoma, WI",01360,Wisconsin,Midwest Region,East North Central Division,Y2017,0,0,0,2,0,0,0,0
G01981,"American Falls, ID",01981,Idaho,West Region,Mountain Division,Y2017,0,0,0,1,0,0,0,0
G02035,"Amery, WI",02035,Wisconsin,Midwest Region,East North Central Division,Y2017,0,0,0,2,0,0,0,0
G02197,"Anaconda-Deer Lodge County, MT",02197,Montana,West Region,Mountain Division,Y2017,0,0,0,2,0,0,0,0
G02332,"Anchorage Northeast, AK",02332,Alaska,West Region,Pacific Division,Y2017,0,0,0,4,1,0,0,0
G02494,"Angels, CA",02494,California,West Region,Pacific Division,Y2017,0,0,0,2,0,0,0,0
G02845,"Arcade, NY",02845,New York,Northeast Region,Middle Atlantic Division,Y2017,0,0,0,1,0,0,0,0
G02926,"Arcata--McKinleyville, CA",02926,California,West Region,Pacific Division,Y2017,0,0,0,10,0,0,0,0
G02965,"Archer Lodge--Clayton, NC",02965,North Carolina,South Region,South Atlantic Division,Y2017,0,0,0,2,0,0,0,0
G04006,"Attica, NY",04006,New York,Northeast Region,Middle Atlantic Division,Y2017,0,0,0,1,0,0,0,0
G04411,"Ava, MO",04411,Missouri,Midwest Region,West North Central Division,Y2017,0,0,0,2,1,0,0,0
G04438,"Avalon, CA",04438,California,West Region,Pacific Division,Y2017,0,0,0,1,0,0,0,0
G04654,"Baker City, OR",04654,Oregon,West Region,Pacific Division,Y2017,0,0,0,2,0,0,0,0
G05032,"Barbourville, KY",05032,Kentucky,South Region,East South Central Division,Y2017,0,0,0,2,0,0,0,0
G05410,"Basalt--El Jebel, CO",05410,Colorado,West Region,Mountain Division,Y2017,0,0,0,2,0,0,0,0
G05761,"Battle Mountain, NV",05761,Nevada,West Region,Mountain Division,Y2017,0,0,0,2,0,0,0,0
G05958,"Bealeton, VA",05958,Virginia,South Region,South Atlantic Division,Y2017,0,0,0,1,0,0,0,0
G06076,"Beaver, UT",06076,Utah,West Region,Mountain Division,Y2017,0,0,0,1,0,0,0,1
G06247,"Beebe, AR",06247,Arkansas,South Region,West South Central Division,Y2017,0,0,0,3,1,0,0,0
G06335,"Belfair, WA",06335,Washington,West Region,Pacific Division,Y2017,0,0,0,2,0,0,0,0
G06814,"Belzoni, MS",06814,Mississippi,South Region,East South Central Division,Y2017,0,0,0,1,0,0,0,0
G07462,"Beulah, ND",07462,North Dakota,Midwest Region,West North Central Division,Y2017,0,0,0,1,0,0,0,0
G07597,"Big Pine Key, FL",07597,Florida,South Region,South Atlantic Division,Y2017,0,0,0,1,0,0,0,0
G07948,"Blackfoot, ID",07948,Idaho,West Region,Mountain Division,Y2017,0,0,0,3,1,0,0,0
G08488,"Blue Earth, MN",08488,Minnesota,Midwest Region,West North Central Division,Y2017,0,0,0,2,1,0,0,0
G08569,"Bluffton, OH",08569,Ohio,Midwest Region,East North Central Division,Y2017,0,0,0,1,0,0,0,0
G09001,"Bonners Ferry, ID",09001,Idaho,West Region,Mountain Division,Y2017,0,0,0,2,0,0,0,0
G09244,"Boscobel, WI",09244,Wisconsin,Midwest Region,East North Central Division,Y2017,0,0,0,1,0,0,0,0
G09784,"Brazoria, TX",09784,Texas,South Region,West South Central Division,Y2017,0,0,0,1,0,0,0,0
G09811,"Breckenridge, CO",09811,Colorado,West Region,Mountain Division,Y2017,0,0,0,1,0,0,0,0
G10864,"Browning, MT",10864,Montana,West Region,Mountain Division,Y2017,0,0,0,2,0,0,0,0
G11296,"Buffalo, MN",11296,Minnesota,Midwest Region,West North Central Division,Y2017,0,0,0,2,1,0,0,1
G11377,"Buffalo, WY",11377,Wyoming,West Region,Mountain Division,Y2017,0,0,0,2,0,0,0,0
G11863,"Burns, OR",11863,Oregon,West Region,Pacific Division,Y2017,0,0,0,1,0,0,0,0
G12295,"Calais, ME",12295,Maine,Northeast Region,New England Division,Y2017,0,0,0,3,1,0,0,1
G12700,"Camano, WA",12700,Washington,West Region,Pacific Division,Y2017,0,0,0,1,0,0,0,0
G12889,"Cambridge City, IN",12889,Indiana,Midwest Region,East North Central Division,Y2017,0,0,0,1,0,0,0,0
G13240,"Cannon Falls, MN",13240,Minnesota,Midwest Region,West North Central Division,Y2017,0,0,0,1,0,0,0,0
G13429,"Canton, TX",13429,Texas,South Region,West South Central Division,Y2017,0,0,0,2,1,0,0,0
G13550,"Captain Cook, HI",13550,Hawaii,West Region,Pacific Division,Y2017,0,0,0,1,0,0,0,0
G14077,"Carrollton, MO",14077,Missouri,Midwest Region,West North Central Division,Y2017,0,0,0,1,0,0,0,0
G14104,"Carrollton, OH",14104,Ohio,Midwest Region,East North Central Division,Y2017,0,0,0,2,0,0,0,0
G14570,"Castle Rock, WA",14570,Washington,West Region,Pacific Division,Y2017,0,0,0,1,0,0,0,0
G14590,"Castroville, TX",14590,Texas,South Region,West South Central Division,Y2017,0,0,0,1,0,0,0,0
G14671,"Cazenovia, NY",14671,New York,Northeast Region,Middle Atlantic Division,Y2017,0,0,0,1,0,0,0,0
G15319,"Chardon, OH",15319,Ohio,Midwest Region,East North Central Division,Y2017,0,0,0,4,0,0,0,0
G15769,"Chatfield, MN",15769,Minnesota,Midwest Region,West North Central Division,Y2017,0,0,0,1,0,0,0,0
G15886,"Checotah, OK",15886,Oklahoma,South Region,West South Central Division,Y2017,0,0,0,3,1,0,0,0
G15913,"Chelan, WA",15913,Washington,West Region,Pacific Division,Y2017,0,0,0,2,0,0,0,0
G15940,"Chelsea, MI",15940,Michigan,Midwest Region,East North Central Division,Y2017,0,0,0,1,0,0,0,0
G16171,"Chester, NY",16171,New York,Northeast Region,Middle Atlantic Division,Y2017,0,0,0,1,0,0,0,0
G16223,"Chetek, WI",16223,Wisconsin,Midwest Region,East North Central Division,Y2017,0,0,0,2,0,0,0,0
G17344,"Clarksville, TX",17344,Texas,South Region,West South Central Division,Y2017,0,0,0,1,0,0,1,0
G17514,"Clearlake Riviera, CA",17514,California,West Region,Pacific Division,Y2017,0,0,0,1,0,0,0,0
G17560,"Cle Elum, WA",17560,Washington,West Region,Pacific Division,Y2017,0,0,0,1,0,0,1,0
G18235,"Clyde, OH",18235,Ohio,Midwest Region,East North Central Division,Y2017,0,0,0,2,0,0,0,0
G18397,"Cody, WY",18397,Wyoming,West Region,Mountain Division,Y2017,0,0,0,2,0,0,0,0
G18559,"Colchester, CT",18559,Connecticut,Northeast Region,New England Division,Y2017,0,0,0,2,0,0,0,0
G18586,"Cold Spring, MN",18586,Minnesota,Midwest Region,West North Central Division,Y2017,0,0,0,1,0,0,0,0
G18613,"Cold Spring, NY",18613,New York,Northeast Region,Middle Atlantic Division,Y2017,0,0,0,1,0,0,0,0
G18694,"Coleman, TX",18694,Texas,South Region,West South Central Division,Y2017,0,0,0,1,0,0,0,0
G19045,"Columbia Falls, MT",19045,Montana,West Region,Mountain Division,Y2017,0,0,0,2,0,0,0,0
G19369,"Colville, WA",19369,Washington,West Region,Pacific Division,Y2017,0,0,0,3,1,0,0,0
G19720,"Conrad, MT",19720,Montana,West Region,Mountain Division,Y2017,0,0,0,1,0,0,0,0
G20233,"Corning, NY",20233,New York,Northeast Region,Middle Atlantic Division,Y2017,0,0,0,4,1,0,0,0
G20368,"Cortez, CO",20368,Colorado,West Region,Mountain Division,Y2017,0,0,0,2,1,0,0,0
G20503,"Cottage Grove, OR",20503,Oregon,West Region,Pacific Division,Y2017,0,0,0,3,1,0,0,0
G20584,"Cottonwood, CA",20584,California,West Region,Pacific Division,Y2017,0,0,0,1,0,0,0,0
G20827,"Craig, CO",20827,Colorado,West Region,Mountain Division,Y2017,0,0,0,3,1,0,0,0
G21232,"Crookston, MN",21232,Minnesota,Midwest Region,West North Central Division,Y2017,0,0,0,2,1,0,0,1
G21286,"Crosby, MN",21286,Minnesota,Midwest Region,West North Central Division,Y2017,0,0,0,1,0,0,0,0
G21313,"Cross City, FL",21313,Florida,South Region,South Atlantic Division,Y2017,0,0,0,1,0,0,0,0
G21340,"Crossett, AR",21340,Arkansas,South Region,West South Central Division,Y2017,0,0,0,2,1,0,0,0
G21799,"Cut Bank, MT",21799,Montana,West Region,Mountain Division,Y2017,0,0,0,1,0,0,0,0
G21928,"Dahlgren, VA--MD",21928,Virginia,South Region,South Atlantic Division,Y2017,0,0,0,1,1,0,0,0
G21934,"Dahlonega, GA",21934,Georgia,South Region,South Atlantic Division,Y2017,0,0,0,1,0,0,0,1
G22015,"Dallas, OR",22015,Oregon,West Region,Pacific Division,Y2017,0,0,0,2,1,0,1,0
G22312,"Darien, GA",22312,Georgia,South Region,South Atlantic Division,Y2017,0,0,0,1,0,0,0,0
G22609,"Dayton, WA",22609,Washington,West Region,Pacific Division,Y2017,0,0,0,1,0,0,1,0
G22798,"Decorah, IA",22798,Iowa,Midwest Region,West North Central Division,Y2017,0,0,0,5,1,0,0,0
G22995,"Delano, MN",22995,Minnesota,Midwest Region,West North Central Division,Y2017,0,0,0,1,0,0,0,0
G23176,"Delphos, OH",23176,Ohio,Midwest Region,East North Central Division,Y2017,0,0,0,1,0,0,0,0
G23230,"Delta, CO",23230,Colorado,West Region,Mountain Division,Y2017,0,0,0,3,1,0,0,0
G23284,"Delta, UT",23284,Utah,West Region,Mountain Division,Y2017,0,0,0,1,0,0,0,0
G23446,"Denmark, SC",23446,South Carolina,South Region,South Atlantic Division,Y2017,0,0,0,1,0,0,0,0
G23770,"De Soto, KS",23770,Kansas,Midwest Region,West North Central Division,Y2017,0,0,0,1,0,0,0,0
G23878,"Devils Lake, ND",23878,North Dakota,Midwest Region,West North Central Division,Y2017,0,0,0,3,1,0,0,0
G24040,"Diamondhead, MS",24040,Mississippi,South Region,East South Central Division,Y2017,0,0,0,1,0,0,0,0
G24175,"Dillon, MT",24175,Montana,West Region,Mountain Division,Y2017,0,0,0,1,0,0,0,0
G24256,"Discovery Bay, CA",24256,California,West Region,Pacific Division,Y2017,0,0,0,1,0,0,0,0
G24283,"Dixon, CA",24283,California,West Region,Pacific Division,Y2017,0,0,0,3,1,0,0,0
G24364,"Dodgeville, WI",24364,Wisconsin,Midwest Region,East North Central Division,Y2017,0,0,0,1,0,0,0,0
G24418,"Donalsonville, GA",24418,Georgia,South Region,South Atlantic Division,Y2017,0,0,0,1,0,0,0,0
G24553,"Douglas, WY",24553,Wyoming,West Region,Mountain Division,Y2017,0,0,0,1,0,0,0,0
G24688,"Dryden, NY",24688,New York,Northeast Region,Middle Atlantic Division,Y2017,0,0,0,1,0,0,0,0
G25255,"Dwight, IL",25255,Illinois,Midwest Region,East North Central Division,Y2017,0,0,0,1,0,0,0,0
G25363,"Eagar, AZ",25363,Arizona,West Region,Mountain Division,Y2017,0,0,0,2,0,0,0,0
G25480,"Eagle Mountain South, UT",25480,Utah,West Region,Mountain Division,Y2017,0,0,0,1,0,0,0,0
G25660,"Eastland, TX",25660,Texas,South Region,West South Central Division,Y2017,0,0,0,1,0,0,0,0
G26024,"Eatonville, WA",26024,Washington,West Region,Pacific Division,Y2017,0,0,0,1,0,0,0,0
G26173,"Edgerton, WI",26173,Wisconsin,Midwest Region,East North Central Division,Y2017,0,0,0,1,0,0,0,0
G26200,"Edgewood, NM",26200,New Mexico,West Region,Mountain Division,Y2017,0,0,0,2,1,0,0,0
G26275,"Edwards, CO",26275,Colorado,West Region,Mountain Division,Y2017,0,0,0,2,0,0,0,0
G27070,"Ellsworth, ME",27070,Maine,Northeast Region,New England Division,Y2017,0,0,0,7,1,0,0,0
G27300,"Elverson, PA",27300,Pennsylvania,Northeast Region,Middle Atlantic Division,Y2017,0,0,0,1,1,0,0,0
G27442,"Emmetsburg, IA",27442,Iowa,Midwest Region,West North Central Division,Y2017,0,0,0,1,0,0,0,0
G27469,"Emmett, ID",27469,Idaho,West Region,Mountain Division,Y2017,0,0,0,1,0,0,0,0
G27577,"Emporium, PA",27577,Pennsylvania,Northeast Region,Middle Atlantic Division,Y2017,0,0,0,1,0,0,0,1
G27750,"Epping, NH",27750,New Hampshire,Northeast Region,New England Division,Y2017,0,0,0,1,1,0,0,0
G28063,"Eudora, KS",28063,Kansas,Midwest Region,West North Central Division,Y2017,0,0,0,1,0,0,0,0
G28252,"Eureka, KS",28252,Kansas,Midwest Region,West North Central Division,Y2017,0,0,0,1,0,0,0,0
G28262,"Eureka, MO",28262,Missouri,Midwest Region,West North Central Division,Y2017,0,0,0,2,1,0,0,0
G28306,"Evanston, WY",28306,Wyoming,West Region,Mountain Division,Y2017,0,0,0,2,1,0,0,0
G28360,"Evansville, WI",28360,Wisconsin,Midwest Region,East North Central Division,Y2017,0,0,0,1,0,0,0,0
G28441,"Evergreen, CO",28441,Colorado,West Region,Mountain Division,Y2017,0,0,0,2,0,0,0,0
G28468,"Everson, WA",28468,Washington,West Region,Pacific Division,Y2017,0,0,0,1,0,0,0,0
G28576,"Fairbury, IL",28576,Illinois,Midwest Region,East North Central Division,Y2017,0,0,0,1,0,0,0,0
G28603,"Fairbury, NE",28603,Nebraska,Midwest Region,West North Central Division,Y2017,0,0,0,1,0,0,0,0
G28711,"Fairfield, IA",28711,Iowa,Midwest Region,West North Central Division,Y2017,0,0,0,3,1,0,0,0
G28846,"Fairmont, MN",28846,Minnesota,Midwest Region,West North Central Division,Y2017,0,0,0,2,0,0,0,0
G29035,"Fallon, NV",29035,Nevada,West Region,Mountain Division,Y2017,0,0,0,2,1,0,0,1
G29575,"Fergus Falls, MN",29575,Minnesota,Midwest Region,West North Central Division,Y2017,0,0,0,3,0,0,0,0
G29698,"Filer, ID",29698,Idaho,West Region,Mountain Division,Y2017,0,0,0,1,0,0,0,0
G30358,"Forest Lake, MN",30358,Minnesota,Midwest Region,West North Central Division,Y2017,0,0,0,5,1,0,0,0
G30755,"Fort Lupton, CO",30755,Colorado,West Region,Mountain Division,Y2017,0,0,0,1,0,0,0,0
G31478,"Fraser, CO",31478,Colorado,West Region,Mountain Division,Y2017,0,0,0,1,0,NA,NA,NA
G31735,"Fremont, MI",31735,Michigan,Midwest Region,East North Central Division,Y2017,0,0,0,1,0,0,0,0
G32275,"Galena, IL",32275,Illinois,Midwest Region,East North Central Division,Y2017,0,0,0,1,0,0,0,0
G32788,"Geneseo, NY",32788,New York,Northeast Region,Middle Atlantic Division,Y2017,0,0,0,3,1,0,0,0
G33247,"Gillette, WY",33247,Wyoming,West Region,Mountain Division,Y2017,0,0,0,5,1,0,0,0
G33463,"Glasgow, MT",33463,Montana,West Region,Mountain Division,Y2017,0,0,0,2,0,0,0,0
